"V1","ref","spp","taxLvl","species","genus","family","order","class","phylum","kingdom","flag","val.src","tbl.row","mtch.src","tax.src","common","superclass","subphylum","trophicDiet","trophicOrig","Picture","trophicLevel","trophicLevel.se","tax.src2","conflict","website","website2","trohpicLevel"
"4886","PLESIOPENAEUS EDWARDSIANUS","Aristaeopsis edwardsiana","species","Aristaeopsis edwardsiana","Aristaeopsis",NA,NA,NA,NA,NA,"check","m1",3316,1,"taxInfo","scarlet gamba prawn",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"393","ARISTEUS ANTILLENSIS","Aristeus antillensis","species","Aristeus antillensis","Aristeus","Aristeidae","Decapoda","Malacostraca","Arthropoda","Animalia","added_automatically","m1",376,1,"taxInfo","purplehead gamba prawn",NA,"Crustacea",NA,NA,"y",NA,NA,NA,FALSE,NA,NA,NA
"394","ARISTEUS ATILLESIS","Aristeus antillensis","species","Aristeus antillensis","Aristeus","Aristeidae","Decapoda","Malacostraca","Arthropoda","Animalia",NA,"m3",376,1,"taxInfo","purplehead gamba prawn",NA,"Crustacea",NA,NA,"y",NA,NA,"getTaxData",FALSE,NA,NA,NA
"395","ARISTOSTOMIAS","Aristostomias","genus",NA,"Aristostomias","Stomiidae","Stomiiformes","Actinopteri","Chordata","Animalia","fine","m3",377,1,"taxInfo","spiny snailfish","Actinopterygii","Craniata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"396","ARISTOSTOMIAS SP.","Aristostomias","genus",NA,"Aristostomias","Stomiidae","Stomiiformes","Actinopteri","Chordata","Animalia","fine","m1",377,1,"taxInfo","spiny snailfish","Actinopterygii","Craniata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"701","Aristostomias scintillans","Aristostomias scintillans","species","Aristostomias scintillans","Aristostomias","Stomiidae","Stomiiformes","Actinopteri","Chordata","Animalia","check","m1",378,1,"taxInfo","shiny loosejaw","Osteichthyes","Vertebrata","n","y","n",3.5,0.5,"getTaxData",FALSE,NA,NA,NA
"702","Armina californica","Armina californica","species","Armina californica","Armina",NA,"Nudibranchia","Gastropoda","Mollusca","Animalia","check","m1",379,1,"taxInfo","california armina",NA,NA,"n","y","y",3.6,0.5,"getTaxData",FALSE,NA,NA,NA
"399","ARMIA TIGRIA","Armina tigrina","species","Armina tigrina","Armina","Arminidae",NA,NA,NA,NA,"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=138807",NA,NA
"401","ARMINA TIGRINA","Armina tigrina","species","Armina tigrina","Armina","Arminidae",NA,NA,NA,NA,"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=138807",NA,NA
"402","ARTEDIELLUS","Artediellus","genus",NA,"Artediellus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","ok","m1",380,1,"taxInfo","hookear sculpins","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"403","ARTEDIELLUS  SP.","Artediellus","genus",NA,"Artediellus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","ok","m1",381,1,"taxInfo","hookear sculpins","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"405","ARTEDIELLUS SP.","Artediellus","genus",NA,"Artediellus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","ok","m1",382,1,"taxInfo","hookear sculpins","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"705","Artediellus sp.","Artediellus","genus",NA,"Artediellus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","ok","m1",383,1,"taxInfo","hookear sculpins","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"2661","GILLELLUS","Artediellus","genus",NA,"Artediellus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","bad","m3",380,1,"taxInfo","hookear sculpins","Osteichthyes","Craniata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"3889","MODIOLUS  SP.","Artediellus","genus",NA,"Artediellus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","bad","m3",381,1,"taxInfo","hookear sculpins","Osteichthyes","Craniata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"404","ARTEDIELLUS ATLANTICUS","Artediellus atlanticus","species","Artediellus atlanticus","Artediellus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","ok","m1",384,1,"taxInfo","atlantic hookear sculpin","Osteichthyes","Craniata","n","y","y",3.42,0.44,"getTaxData",TRUE,NA,NA,NA
"6171","THUNNUS ATLANTICUS","Artediellus atlanticus","species","Artediellus atlanticus","Artediellus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","added_automatically","m3",384,1,"taxInfo","atlantic hookear sculpin","Osteichthyes","Craniata","n","y","y",3.42,0.44,"getTaxData",TRUE,NA,NA,NA
"6172","THUUS ATLATICUS","Artediellus atlanticus","species","Artediellus atlanticus","Artediellus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","bad","m3",384,1,"taxInfo","atlantic hookear sculpin","Osteichthyes","Craniata","n","y","y",3.42,0.44,"getTaxData",TRUE,NA,NA,NA
"703","Artediellus miacanthus","Artediellus miacanthus","species","Artediellus miacanthus","Artediellus",NA,"Scorpaeniformes","Actinopterygii",NA,"Animalia","check","m1",385,1,"taxInfo",NA,"Osteichthyes",NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"704","Artediellus pacificus","Artediellus pacificus","species","Artediellus pacificus","Artediellus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","check","m1",386,1,"taxInfo","hookhorn sculpin","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
"406","ARTEDIELLUS UNCINATUS","Artediellus uncinatus","species","Artediellus uncinatus","Artediellus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","check","m1",387,1,"taxInfo","Arctic hookear sculpin","Osteichthyes","Vertebrata","n","y","y",3.5,0.37,NA,FALSE,NA,NA,NA
"706","Artedius lateralis","Artedius lateralis","species","Artedius lateralis","Artedius","Cottidae","Scorpaeniformes","Actinopteri","Chordata","Animalia","check","m1",388,1,"taxInfo","smoothhead sculpin","Osteichthyes","Vertebrata","y","y","y",3.7,0.4,"getTaxData",FALSE,NA,NA,NA
"407","ARTHROPODA","Arthrogorgia","genus",NA,"Arthrogorgia","Primnoidae","Alcyonacea","Anthozoa","Cnidaria","Animalia","bad","m3",389,1,"taxInfo",NA,NA,"Anthozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"708","Arthrogorgia sp.","Arthrogorgia","genus",NA,"Arthrogorgia","Primnoidae","Alcyonacea","Anthozoa","Cnidaria","Animalia","ok","m1",389,1,"taxInfo",NA,NA,"Anthozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"707","Arthrogorgia otsukai","Arthrogorgia otsukai","species","Arthrogorgia otsukai","Arthrogorgia",NA,NA,NA,NA,NA,"check","m1",390,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"709","Arthrogorgia utinomi","Arthrogorgia utinomii","species","Arthrogorgia utinomii","Arthrogorgia","Primnoidae","Alcyonacea","Anthozoa","Cnidaria",NA,"check","m1",391,1,"taxInfo",NA,NA,"Anthozoa",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"271","ANTHROPOIDEA","Arthropoda",NA,NA,NA,NA,NA,NA,NA,NA,"added_automatically","m3",303,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"710","Asbestopluma sp. A (Clark 2006)","Asbestopluma","genus",NA,"Asbestopluma","Cladorhizidae","Poecilosclerida","Demospongiae","Porifera","Animalia",NA,"m1",393,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"408","ASCIDIA","Ascidia","genus",NA,"Ascidia","Ascidiidae","Enterogona","Ascidiacea","Chordata","Animalia","fine","m1",394,1,"taxInfo","Stumpen-Seescheide",NA,"Urochordata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"409","ASCIDIA SP.","Ascidia","genus",NA,"Ascidia","Ascidiidae","Enterogona","Ascidiacea","Chordata","Animalia","fine","m1",395,1,"taxInfo","Stumpen-Seescheide",NA,"Urochordata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"713","Ascidian n. sp. A","Ascidia","genus",NA,"Ascidia","Ascidiidae","Enterogona","Ascidiacea","Chordata","Animalia","fine","m1",396,1,"taxInfo","Stumpen-Seescheide",NA,"Urochordata",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"714","Ascidian n. sp. B","Ascidia","genus",NA,"Ascidia","Ascidiidae","Enterogona","Ascidiacea","Chordata","Animalia","fine","m1",397,1,"taxInfo","Stumpen-Seescheide",NA,"Urochordata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"711","Ascidia paratropa","Ascidia paratropa","species","Ascidia paratropa","Ascidia",NA,"Enterogona",NA,"Chordata",NA,"check","m1",398,1,"taxInfo","glassy tunicate",NA,"Urochordata",NA,NA,"y",NA,NA,"getTaxData",FALSE,NA,NA,NA
"715","Aspidophoroides bartoni","Aspidophoroides bartoni",NA,"Aspidophoroides bartoni","Aspidophoroides","Agonidae","Scorpaeniformes",NA,NA,NA,"check","m1",399,1,"taxInfo","Alligatorfish","Osteichthyes",NA,"n","y","y",3.5,0.43,"getTaxData",FALSE,NA,NA,NA
"413","ASPIDOPHOROIDES MONOPTERYGIUS","Aspidophoroides monopterygius","species","Aspidophoroides monopterygius","Aspidophoroides","Agonidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","check","m1",400,1,"taxInfo","Alligatorfish","Osteichthyes","Craniata","n","y","y",3.5,0.43,"getTaxData",FALSE,NA,NA,NA
"414","ASPIDOPHOROIDES OLRIKI","Aspidophoroides olrikii","species","Ulcina olrikii","Ulcina","Agonidae","Perciformes","Actinopterygii","Chordata","Animalia","fine","m1",401,1,"taxInfo","arctic alligatorfish","Osteichthyes","Craniata","n","y","y",3.25,0.47,"getTaxData",TRUE,NA,NA,NA
"6365","Ulcina olrikii","Aspidophoroides olrikii","species","Ulcina olrikii","Ulcina","Agonidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","fine","m1",402,1,"taxInfo","arctic alligatorfish","Osteichthyes","Craniata","n","y","y",3.25,0.47,"getTaxData",TRUE,NA,NA,NA
"417","ASTARTE","Astarte","genus",NA,"Astarte","Astartidae","Veneroida","Bivalvia","Mollusca","Animalia","fine","m1",403,1,"taxInfo","astarteskjell",NA,NA,NA,"SAUP","n",2,NA,"getTaxData",TRUE,NA,NA,NA
"419","ASTARTE SP.","Astarte","genus",NA,"Astarte","Astartidae","Veneroida","Bivalvia","Mollusca","Animalia","fine","m1",404,1,"taxInfo","astarteskjell",NA,NA,NA,"SAUP","n",2,NA,"getTaxData",TRUE,NA,NA,NA
"723","Astarte sp.","Astarte","genus",NA,"Astarte","Astartidae","Veneroida","Bivalvia","Mollusca","Animalia","fine","m1",405,1,"taxInfo","astarteskjell",NA,NA,NA,"SAUP","n",2,NA,"getTaxData",TRUE,NA,NA,NA
"716","Astarte arctica","Astarte arctica","species","Astarte arctica","Astarte","Astartidae","Veneroida","Bivalvia","Mollusca","Animalia","fine","m1",406,1,"taxInfo","Arctic astarte",NA,NA,NA,"SAUP","n",2,NA,NA,TRUE,NA,NA,NA
"6304","Tridonta rollandi","Astarte arctica","species","Astarte arctica","Astarte","Astartidae","Veneroida","Bivalvia","Mollusca","Animalia","check","m1",407,1,"taxInfo","Arctic astarte",NA,NA,NA,"SAUP","n",2,NA,"getTaxData",TRUE,NA,NA,NA
"717","Astarte borealis","Astarte borealis","species","Astarte borealis","Astarte","Astartidae","Veneroida","Bivalvia","Mollusca","Animalia","check","m1",408,1,"taxInfo","boreal astarte",NA,NA,NA,"SAUP","n",2,NA,"getTaxData",FALSE,NA,NA,NA
"718","Astarte compacta","Astarte compacta","genus","Astarte compacta","Astarte","Astartidae","Veneroida","Insecta","Mollusca","Animalia",NA,"m1",409,1,"taxInfo","compact astarte",NA,NA,NA,"SAUP","n",2,NA,"getTaxData",FALSE,NA,NA,NA
"719","Astarte crenata","Astarte crenata","species","Astarte crenata","Astarte","Astartidae","Veneroida","Bivalvia",NA,"Animalia","check","m1",411,1,"taxInfo","crenulate astarte",NA,NA,NA,NA,"n",NA,NA,"getTaxData",FALSE,NA,NA,NA
"720","Astarte elliptica","Astarte elliptica","species","Astarte elliptica","Astarte","Astartidae","Veneroida","Bivalvia","Mollusca","Animalia","check","m1",412,1,"taxInfo","elliptical astarte",NA,NA,NA,"SAUP","n",2,NA,"getTaxData",FALSE,NA,NA,NA
"418","ASTARTE GLOBULA","Astarte globula","species","Astarte globula","Astarte","Astartidae","Veneroida","Bivalvia","Mollusca",NA,"manual","m3",414,1,"taxInfo","polar astarte",NA,NA,NA,"SAUP","n",2,NA,"getTaxData",TRUE,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=420839",NA,NA
"721","Astarte montagui","Astarte montagui","species","Astarte montagui","Astarte","Astartidae","Veneroida","Bivalvia","Mollusca","Animalia","check","m1",413,1,"taxInfo","narrow hinge astarte",NA,NA,NA,"SAUP","n",2,NA,"getTaxData",FALSE,NA,NA,NA
"722","Astarte polaris","Astarte polaris",NA,"Astarte polaris","Astarte","Astartidae","Veneroida","Bivalvia",NA,NA,"ok","m1",414,1,"taxInfo","polar astarte",NA,NA,NA,NA,"n",NA,NA,"getTaxData",TRUE,NA,NA,NA
"5003","POTOCARIS","Astarte polaris",NA,"Astarte polaris","Astarte","Astartidae","Veneroida",NA,NA,NA,"bad","m3",414,1,"taxInfo","polar astarte",NA,NA,NA,NA,"n",NA,NA,"getTaxData",TRUE,NA,NA,NA
"420","ASTARTE UNDATA","Astarte undata","species","Astarte undata","Astarte","Astartidae","Veneroida","Bivalvia","Mollusca","Animalia",NA,"m1",415,1,"taxInfo","wavy astarte",NA,NA,NA,"SAUP","n",2,NA,"getTaxData",FALSE,NA,NA,NA
"425","ASTERIAS SP.","Asterias","genus",NA,"Asterias","Asteriidae","Forcipulatida","Asteroidea","Echinodermata","Animalia","fine","m1",416,1,"taxInfo","Common Seastar",NA,"Asterozoa",NA,"SAUP",NA,3.396,NA,"getTaxData",TRUE,NA,NA,NA
"725","Asterias sp.","Asterias","genus",NA,"Asterias","Asteriidae","Forcipulatida","Asteroidea","Echinodermata","Animalia","fine","m1",417,1,"taxInfo","Common Seastar",NA,"Asterozoa",NA,"SAUP",NA,3.396,NA,"getTaxData",TRUE,NA,NA,NA
"726","Asterias spp.","Asterias","genus",NA,"Asterias","Asteriidae","Forcipulatida","Asteroidea","Echinodermata","Animalia","fine","m1",418,1,"taxInfo","Common Seastar",NA,"Asterozoa",NA,"SAUP",NA,3.396,NA,"getTaxData",TRUE,NA,NA,NA
"724","Asterias amurensis","Asterias amurensis","species","Asterias amurensis","Asterias","Asteriidae","Forcipulatida","Asteroidea","Echinodermata","Animalia","check","m1",419,1,"taxInfo","north pacific seastar",NA,"Asterozoa",NA,"SAUP",NA,3.396,NA,"getTaxData",FALSE,NA,NA,NA
"423","ASTERIAS FORBESI","Asterias forbesi","species","Asterias forbesi","Asterias","Asteriidae","Forcipulatida","Asteroidea","Echinodermata","Animalia",NA,"m1",420,1,"taxInfo","Forbes's starfish",NA,"Asterozoa",NA,"SAUP",NA,3.396,NA,"getTaxData",FALSE,NA,NA,NA
"424","ASTERIAS RUBENS","Asterias rubens","species","Asterias rubens","Asterias","Asteriidae","Forcipulatida","Asteroidea","Echinodermata","Animalia","check","m1",421,1,"taxInfo","common starfish",NA,"Asterozoa","n","y","y",3,0,"getTaxData",FALSE,NA,NA,NA
"426","ASTERIAS VULGARIS","Asterias rubens","species","Asterias rubens","Asterias","Asteriidae","Forcipulatida","Asteroidea","Echinodermata","Animalia","check","m3",2130,1,"taxInfo","common starfish",NA,"Asterozoa","n","y","y",3,0,NA,FALSE,NA,NA,NA
"749","Atherinidae","Asteriidae","family",NA,NA,"Asteriidae","Forcipulatida","Asteroidea","Echinodermata","Animalia","ok","m3",422,1,"taxInfo",NA,NA,NA,NA,"SAUP",NA,3.396,NA,"getTaxData",TRUE,NA,NA,NA
"428","ASTEROIDEA S.C.","Asteroidea","class",NA,NA,NA,NA,"Asteroidea",NA,NA,"check","m3",2992,1,"taxInfo","sea stars",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"447","ASTROESTHIDAE","Asteronychidae","family",NA,NA,"Asteronychidae","Phrynophiurida","Ophiuroidea","Echinodermata","Animalia","ok","m3",423,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"729","Asteronychidae","Asteronychidae","family",NA,NA,"Asteronychidae","Phrynophiurida","Ophiuroidea","Echinodermata","Animalia","ok","m1",423,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"5067","PTEROCONCHIDA","Asteronychidae","family",NA,NA,"Asteronychidae","Phrynophiurida","Ophiuroidea","Echinodermata","Animalia","bad","m3",423,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"5796","STEROPTYCHIDAE","Asteronychidae","family",NA,NA,"Asteronychidae","Phrynophiurida","Ophiuroidea","Echinodermata","Animalia","bad","m3",423,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"5797","STEROPTYX","Asteronychidae","family",NA,NA,"Asteronychidae","Phrynophiurida","Ophiuroidea","Echinodermata","Animalia","bad","m3",423,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"733","Asteronyx sp.","Asteronyx","genus",NA,"Asteronyx","Asteronychidae","Phrynophiurida","Ophiuroidea","Echinodermata","Animalia","fine","m1",424,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"734","Asteronyx spp.","Asteronyx","genus",NA,"Asteronyx","Asteronychidae","Phrynophiurida","Ophiuroidea","Echinodermata","Animalia","fine","m1",425,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"730","Asteronyx longifissa","Asteronyx longifissus","species","Asteronyx longifissus","Asteronyx","Asteronychidae","Phrynophiurida","Ophiuroidea","Echinodermata","Animalia","fine","m1",426,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"731","Asteronyx longifissus","Asteronyx longifissus","species","Asteronyx longifissus","Asteronyx","Asteronychidae","Phrynophiurida","Ophiuroidea","Echinodermata","Animalia","fine","m1",427,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"732","Asteronyx loveni","Asteronyx loveni","species","Asteronyx loveni","Asteronyx","Asteronychidae","Phrynophiurida","Ophiuroidea","Echinodermata","Animalia","check","m1",428,1,"taxInfo","Pipe-cleaner Brittlestar",NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"429","ASTEROPHILIDAE","Asterophilidae","family",NA,NA,"Asterophilidae","Mesogastropoda","Gastropoda","Mollusca","Animalia","ok","m1",429,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"2354","ERIPHIA","Asterophilidae","family",NA,NA,"Asterophilidae",NA,"Gastropoda","Mollusca","Animalia","bad","m3",429,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"430","ASTEROPORPA","Asteroporpa annulata","species","Asteroporpa annulata","Asteroporpa","Gorgonocephalidae","Phrynophiurida","Ophiuroidea",NA,"Animalia","bad","m3",430,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"431","ASTEROPORPA ANNULATA","Asteroporpa annulata","species","Asteroporpa annulata","Asteroporpa","Gorgonocephalidae","Phrynophiurida","Ophiuroidea","Echinodermata",NA,"check","m3",430,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"432","ASTEROPORPA AULATA","Asteroporpa annulata","species","Asteroporpa annulata","Asteroporpa","Gorgonocephalidae","Phrynophiurida","Ophiuroidea","Echinodermata",NA,"ok","m1",430,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"735","Asteroschema sublaeve","Asteroschema sublaeve","species","Asteroschema sublaeve","Asteroschema","Asteroschematidae","Euryalida","Ophiuroidea","Echinodermata","Animalia","check","m1",431,1,"taxInfo","Round-Lipped Boot Sponge","Asterozoa",NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"427","ASTEROIDEA","Asterozoa",NA,NA,NA,NA,NA,NA,NA,NA,"fine","m1",432,1,"taxInfo","sea stars",NA,NA,NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"728","Asteroidea","Asterozoa",NA,NA,NA,NA,NA,NA,"Echinodermata",NA,"fine","m1",433,1,"taxInfo","sea stars",NA,NA,NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"736","Asthenactis fisheri","Asthenactis fisheri","species","Asthenactis fisheri","Asthenactis","Pythonasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","check","m1",434,1,"taxInfo",NA,"Asterozoa",NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"434","ASTRANGIA","Astrangia","genus",NA,"Astrangia",NA,NA,NA,NA,NA,"check","m3",803,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"304","APOGO ALUTUS","Astrapogon alutus","species","Astrapogon alutus","Astrapogon","Apogonidae","Kurtiformes","Actinopteri","Chordata","Animalia","fine","m3",435,1,"taxInfo","bronze cardinalfish","Actinopterygii","Craniata",NA,NA,"n",NA,NA,NA,TRUE,NA,NA,NA
"313","APOGON ALUTUS","Astrapogon alutus","species","Astrapogon alutus","Astrapogon","Apogonidae","Kurtiformes","Actinopteri","Chordata","Animalia","added_automatically","m3",435,1,"taxInfo","bronze cardinalfish","Actinopterygii","Craniata",NA,NA,"n",NA,NA,"getTaxData",FALSE,NA,NA,NA
"435","ASTRAPOGO ALUTUS","Astrapogon alutus","species","Astrapogon alutus","Astrapogon","Apogonidae","Kurtiformes","Actinopteri","Chordata","Animalia","fine","m1",435,1,"taxInfo","bronze cardinalfish","Actinopterygii","Craniata",NA,NA,"n",NA,NA,"getTaxData",TRUE,NA,NA,NA
"437","ASTRAPOGON ALUTUS","Astrapogon alutus","species","Astrapogon alutus","Astrapogon","Apogonidae","Kurtiformes","Actinopteri","Chordata","Animalia","check","m3",435,1,"taxInfo","bronze cardinalfish","Actinopterygii","Craniata",NA,NA,"n",NA,NA,"getTaxData",FALSE,NA,NA,NA
"436","ASTRAPOGO PUCTICULATUS","Astrapogon puncticulatus","species","Astrapogon puncticulatus","Astrapogon","Apogonidae",NA,NA,NA,NA,"BS",NA,NA,NA,NA,"blackfin cardinalfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.fishbase.org/summary/3534",NA,NA
"438","ASTRAPOGON PUNCTICULATUS","Astrapogon puncticulatus","species","Astrapogon puncticulatus","Astrapogon","Apogonidae",NA,NA,NA,NA,"BS",NA,NA,NA,NA,"blackfin cardinalfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.fishbase.org/summary/3534",NA,NA
"738","Astrochele sp.","Astrochele","genus",NA,"Astrochele","Gorgonocephalidae","Phrynophiurida","Ophiuroidea","Echinodermata","Animalia","fine","m1",436,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"739","Astrochele sp. A (Clark 2006)","Astrochele","genus",NA,"Astrochele","Gorgonocephalidae","Phrynophiurida","Ophiuroidea","Echinodermata","Animalia","fine","m1",437,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"737","Astrochele laevis","Astrochele laevis","species","Astrochele laevis","Astrochele","Gorgonocephalidae","Phrynophiurida",NA,"Echinodermata",NA,"check","m1",438,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"444","ASTROCYCLUS CAECILIA","Astrocyclus caecilia","species","Astrocyclus caecilia","Astrocyclus","Gorgonocephalidae","Euryalida","Ophiuroidea","Echinodermata","Animalia","check","m1",439,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,"y",NA,NA,"getTaxData",TRUE,NA,NA,NA
"448","ASTROGORDIUS CACAOTICUM","Astrogordius cacaoticus","species","Astrogordius cacaoticus","Astrogordius",NA,NA,NA,NA,NA,"check","m1",440,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"740","Astrometis sertulifera","Astrometis sertulifera","species","Astrometis sertulifera","Astrometis","Asteriidae","Forcipulatida","Asteroidea","Echinodermata","Animalia","check","m1",441,1,"taxInfo","fragile rainbow star",NA,"Asterozoa",NA,NA,"y",NA,NA,"getTaxData",FALSE,NA,NA,NA
"741","Astronebris tatafilius","Astronebris tatfilius","species","Astronebris tatfilius","Astronebris",NA,NA,NA,NA,NA,"check","m1",442,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"445","ASTROESTHES","Astronesthes","genus",NA,"Astronesthes","Stomiidae","Stomiiformes","Actinopteri","Chordata","Animalia",NA,"m3",443,1,"taxInfo","snaggleooths","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"449","ASTRONESTHES","Astronesthes","genus",NA,"Astronesthes","Stomiidae","Stomiiformes","Actinopteri","Chordata","Animalia","added_automatically","m2",340,2,"taxInfo","snaggleooths","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"446","ASTROESTHES EOPOGO","Astronesthes neopogon","species","Astronesthes neopogon","Astronesthes","Stomiidae",NA,NA,NA,NA,"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=127327",NA,NA
"450","ASTRONESTHES NEOPOGON","Astronesthes neopogon","species","Astronesthes neopogon","Astronesthes","Stomiidae",NA,NA,NA,NA,"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=127327",NA,NA
"451","ASTRONESTHIDAE","Astronesthidae",NA,NA,NA,NA,NA,NA,NA,NA,"check","m1",444,1,"taxInfo","snaggletooths",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
