"V1","ref","spp","taxLvl","species","genus","family","order","class","phylum","kingdom","flag","val.src","tbl.row","mtch.src","tax.src","common","superclass","subphylum","trophicDiet","trophicOrig","Picture","trophicLevel","trophicLevel.se","tax.src2","conflict","website","website2","trohpicLevel"
"6014","Solariella obscura","Solariella obscura","species","Solariella obscura","Solariella","Trochidae","Archaeogastropoda",NA,NA,"Animalia","check","m1",3959,1,"taxInfo","obscure solarelle",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5681","SOLASTER SP.","Solaster","genus",NA,"Solaster","Solasteridae","Velatida","Asteroidea","Echinodermata","Animalia","added_automatically","m1",3960,1,"taxInfo","sea stars",NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"6024","Solaster sp.","Solaster","genus",NA,"Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","added_automatically","m1",3961,1,"taxInfo","sea stars",NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"6025","Solaster sp. A (Clark 1997)","Solaster","genus",NA,"Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","added_automatically","m1",3962,1,"taxInfo","sea stars",NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"6026","Solaster sp. B","Solaster","genus",NA,"Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","added_automatically","m1",3963,1,"taxInfo","sea stars",NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"6027","Solaster sp. C (Clark)","Solaster","genus",NA,"Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","added_automatically","m1",3964,1,"taxInfo","sea stars",NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"6028","Solaster sp. D (Clark)","Solaster","genus",NA,"Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","added_automatically","m1",3965,1,"taxInfo","sea stars",NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"6029","Solaster sp. E (Clark)","Solaster","genus",NA,"Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","added_automatically","m1",3966,1,"taxInfo","sea stars",NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"6030","Solaster sp. F (Clark)","Solaster","genus",NA,"Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","added_automatically","m1",3967,1,"taxInfo","sea stars",NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"6031","Solaster sp. G (Clark)","Solaster","genus",NA,"Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","added_automatically","m1",3968,1,"taxInfo","sea stars",NA,"Asterozoa",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"6032","Solaster spp.","Solaster","genus",NA,"Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","added_automatically","m1",3969,1,"taxInfo","sea stars",NA,"Asterozoa",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"6017","Solaster arcticus","Solaster dawsoni","species","Solaster dawsoni","Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","check","m3",905,1,"taxInfo","morning sun star",NA,"Asterozoa","n","y","y",4.01,0.6,"getTaxData",FALSE,NA,NA,NA
"6019","Solaster dawsoni","Solaster dawsoni","species","Solaster dawsoni","Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","check","m1",3972,1,"taxInfo","morning sun star",NA,"Asterozoa","n","y","y",4.01,0.6,"getTaxData",FALSE,NA,NA,NA
"5680","SOLASTER ENDECA","Solaster endeca","species","Solaster endeca","Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","check","m1",3973,1,"taxInfo","northern sun star",NA,"Asterozoa","n","y","y",3,0,"getTaxData",FALSE,NA,NA,NA
"6020","Solaster endeca","Solaster endeca","species","Solaster endeca","Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","check","m1",3974,1,"taxInfo","northern sun star",NA,"Asterozoa","n","y","y",3,0,"getTaxData",FALSE,NA,NA,NA
"6021","Solaster exiguus","Solaster exiguus","species","Solaster exiguus","Solaster","Solasteridae","Spinulosida",NA,"Echinodermata","Animalia","check","m1",3975,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"6022","Solaster hypothrissus","Solaster hypothrissus","species","Solaster hypothrissus","Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","check","m1",3976,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"6023","Solaster paxillatus","Solaster paxillatus","species","Solaster paxillatus","Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","check","m1",3977,1,"taxInfo",NA,NA,"Asterozoa","n","y","y",3.56,0.41,"getTaxData",FALSE,NA,NA,NA
"6033","Solaster stimpsoni","Solaster stimpsoni","species","Solaster stimpsoni","Solaster","Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","check","m1",3978,1,"taxInfo","striped sun star",NA,"Asterozoa","n","y","y",3.21,0.14,"getTaxData",FALSE,NA,NA,NA
"5682","SOLASTERIDAE","Solasteridae","family",NA,NA,"Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","added_automatically","m1",3979,1,"taxInfo","sun stars",NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5693","SOLENOCERIDAE","Solasteridae","family",NA,NA,"Solasteridae","Spinulosida","Asteroidea","Echinodermata","Animalia","added_automatically","m3",3979,1,"taxInfo","sun stars",NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5683","SOLECURTUS","Solecurtus","genus",NA,"Solecurtus",NA,"Veneroida","Bivalvia","Mollusca","Animalia","check","m3",3980,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5684","SOLECURTUS CUMINGIANUS","Solecurtus cumingianus","species","Solecurtus cumingianus","Solecurtus","Solecurtidae","Veneroida","Bivalvia","Mollusca","Animalia","ok","m3",3980,1,"taxInfo","corregate solecurtus",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5686","SOLEMYA","Solemya","genus",NA,"Solemya","Solemyidae","Solemyoida","Bivalvia","Mollusca","Animalia","check","m1",3981,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"6034","Solemya spp.","Solemya","genus",NA,"Solemya","Solemyidae","Solemyoida","Bivalvia","Mollusca","Animalia","added_automatically","m1",3982,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5689","SOLENOCERA ACUMINATA","Solenocera acuminata","species","Solenocera acuminata","Solenocera","Solenoceridae","Decapoda","Malacostraca","Arthropoda","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5690","SOLENOCERA ATLANTIDIS","Solenocera atlantidis","species","Solenocera atlantidis","Solenocera","Solenoceridae","Decapoda","Malacostraca","Arthropoda","Animalia","check","m3",3984,1,"taxInfo","dwarf humpback shrimp",NA,"Crustacea",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
"5691","SOLENOCERA NECOPINA","Solenocera necopina","species","Solenocera necopina","Solenocera",NA,NA,NA,NA,NA,"check","m3",3987,1,"taxInfo","deepwater humpback shrimp",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
"6035","Solengaster sp.","Solenogaster",NA,NA,NA,NA,NA,NA,NA,NA,"added_automatically","m1",3985,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
"5694","SOLENOLAMBRUS TENELLUS","Solenolambrus tenellus","species","Solenolambrus tenellus","Solenolambrus","Parthenopidae","Decapoda",NA,"Arthropoda","Animalia","check","m3",3986,1,"taxInfo",NA,NA,"Crustacea",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5692","SOLENOCERA VIOSCAI","Soleocera vioscai","species","Soleocera vioscai","Soleocera",NA,NA,NA,NA,NA,"check","m3",3988,1,"taxInfo","humpback shrimp",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5695","SOMNIOSUS MICROCEPHALUS","Somniosus microcephalus","species","Somniosus microcephalus","Somniosus","Somniosidae","Squaliformes","Chondrichthyes","Chordata","Animalia","check","m1",3989,1,"taxInfo","Greenland shark","Chondrichthyes","Vertebrata","y","y","y",4.22,0.57,"getTaxData",FALSE,NA,NA,NA
"6036","Somniosus pacificus","Somniosus pacificus","species","Somniosus pacificus","Somniosus","Somniosidae","Squaliformes","Chondrichthyes","Chordata","Animalia","check","m1",3990,1,"taxInfo","pacific sleeper shark","Chondrichthyes","Vertebrata","y","y","y",4.36,0.37,"getTaxData",FALSE,NA,NA,NA
"5696","SPARIDAE","Sparidae","family",NA,NA,"Sparidae","Spariformes","Actinopteri","Chordata","Animalia","check","m1",3991,1,"taxInfo","porgies","Actinopterygii","Craniata",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
"5697","SPARISOMA ATROMARIUM","Sparisoma atomarium","species","Sparisoma atomarium","Sparisoma","Scaridae","Perciformes","Actinopteri","Chordata","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6037","Spatangoida","Spatangoida","order",NA,NA,NA,"Spatangoida","Echinoidea","Echinodermata","Animalia","added_automatically","m1",3994,1,"taxInfo",NA,NA,"Echinozoa",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"6038","Spatangus californicus","Spatangus californicus","species","Spatangus californicus","Spatangus","Spatangidae",NA,"Echinoidea","Echinodermata","Animalia","check","m1",3995,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"1480","CHLAMYS BENEDICTI","Spathochlamys benedicti","species","Spathochlamys benedicti","Spathochlamys",NA,NA,NA,NA,NA,"check","m3",1002,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5701","SPENGLERIA ROSTRATA","Spengleria rostrata","species","Spengleria rostrata","Spengleria","Gastrochaenidae",NA,"Bivalvia","Mollusca","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4612","PAGURUS CAROLINENSIS","Speocarcinus carolinensis","species","Speocarcinus carolinensis","Speocarcinus",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","added_automatically","m3",3997,1,"taxInfo","carolinian squareback crab",NA,"Crustacea",NA,NA,"y",NA,NA,"getTaxData",FALSE,NA,NA,NA
"5703","SPEOCARCINUS CAROLINENSIS","Speocarcinus carolinensis","species","Speocarcinus carolinensis","Speocarcinus","Xanthidae","Decapoda","Malacostraca","Arthropoda","Animalia","check","m1",3997,1,"taxInfo","carolinian squareback crab",NA,"Crustacea",NA,NA,"y",NA,NA,"getTaxData",FALSE,NA,NA,NA
"5704","SPEOCARCINUS LOBATUS","Speocarcinus lobatus","species","Speocarcinus lobatus","Speocarcinus",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","check","m3",3999,1,"taxInfo","gulf squareback crab",NA,"Crustacea",NA,NA,"y",NA,NA,NA,FALSE,NA,NA,NA
"5705","SPHAGEMACRURUS GRENADAE","Sphagemacrurus grenadae","species","Sphagemacrurus grenadae","Sphagemacrurus","Macrouridae","Gadiformes","Actinopteri","Chordata","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5700","SPECIOSPONGIA VESPARIA","Spheciospongia vesparium","species","Spheciospongia vesparium","Spheciospongia","Clionaidae","Clionaida","Demospongiae","Porifera","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5706","SPHENIA FRAGILIS","Sphenia fragilis","species","Sphenia fragilis","Sphenia","Myidae","Myida","Bivalvia","Mollusca","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5707","SPHOEROIDES","Sphoeroides","genus",NA,"Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri","Chordata","Animalia","added_automatically","m1",4000,1,"taxInfo","swellfishes","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"5713","SPHOEROIDES SP.","Sphoeroides","genus",NA,"Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri","Chordata","Animalia","added_automatically","m1",4001,1,"taxInfo","swellfishes","Osteichthyes","Craniata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"5708","SPHOEROIDES DORSALIS","Sphoeroides dorsalis","species","Sphoeroides dorsalis","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri","Chordata","Animalia","check","m1",4002,1,"taxInfo","marbled puffer","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5709","SPHOEROIDES MACULATUS","Sphoeroides maculatus","species","Sphoeroides maculatus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri","Chordata","Animalia","check","m1",4003,1,"taxInfo","northern puffer","Osteichthyes","Craniata","n","y","y",4.04,0.66,"getTaxData",FALSE,NA,NA,NA
"5710","SPHOEROIDES NEPHELUS","Sphoeroides nephelus","species","Sphoeroides nephelus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri","Chordata","Animalia","check","m1",4005,1,"taxInfo","southern puffer","Osteichthyes","Vertebrata","n","y","y",3.5,0.37,"getTaxData",FALSE,NA,NA,NA
"5711","SPHOEROIDES PACHYGASTER","Sphoeroides pachygaster","species","Sphoeroides pachygaster","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopterygii","Chordata","Animalia","added_automatically","m1",4006,1,"taxInfo","blunthead puffer","Osteichthyes","Vertebrata","n","y","n",4.2,0.73,"getTaxData",FALSE,NA,NA,NA
"5712","SPHOEROIDES PARVUS","Sphoeroides parvus","species","Sphoeroides parvus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopterygii","Chordata","Animalia","check","m1",4007,1,"taxInfo","least puffer","Osteichthyes","Vertebrata",NA,NA,"y",NA,NA,"getTaxData",FALSE,NA,NA,NA
"5714","SPHOEROIDES SPENGLERI","Sphoeroides spengleri","species","Sphoeroides spengleri","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri","Chordata","Animalia","check","m1",4009,1,"taxInfo","bandtail puffer","Actinopterygii","Craniata","y","y","y",3.27,0.17,"getTaxData",FALSE,NA,NA,NA
"5715","SPHOEROIDES TESTUDINEUS","Sphoeroides testudineus","species","Sphoeroides testudineus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri","Chordata","Animalia","check","m1",4011,1,"taxInfo","checkered puffer","Actinopterygii","Craniata","n","y","y",3.4,0.48,NA,FALSE,NA,NA,NA
"5717","SPHYRAENA","Sphyraena","genus",NA,"Sphyraena","Sphyraenidae","Perciformes","Actinopterygii","Chordata","Animalia","added_automatically","m1",4014,1,"taxInfo","barracudas","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
"5718","SPHYRAENA BARRACUDA","Sphyraena barracuda","species","Sphyraena barracuda","Sphyraena","Sphyraenidae",NA,"Actinopterygii","Chordata","Animalia","check","m1",4016,1,"taxInfo","great barracuda","Osteichthyes","Vertebrata","y","y","y",4.49,0.55,"getTaxData",FALSE,NA,NA,NA
"5719","SPHYRAENA BOREALIS","Sphyraena borealis","species","Sphyraena borealis","Sphyraena","Sphyraenidae",NA,"Actinopteri","Chordata","Animalia","check","m1",4018,1,"taxInfo","northern sennet","Osteichthyes","Vertebrata",NA,NA,"y",NA,NA,"getTaxData",FALSE,NA,NA,NA
"5720","SPHYRAENA GUACHANCHO","Sphyraena guachancho","species","Sphyraena guachancho","Sphyraena","Sphyraenidae","Perciformes","Actinopteri","Chordata","Animalia","check","m1",4020,1,"taxInfo","guachanche barracuda","Osteichthyes","Vertebrata","y","y","y",4.35,0.33,"getTaxData",FALSE,NA,NA,NA
"5721","SPHYRAENA PICUDILLA","Sphyraena picudilla","species","Sphyraena picudilla","Sphyraena",NA,NA,"Actinopteri",NA,NA,"check","m3",4021,1,"taxInfo","southern sennet",NA,NA,"y","y","y",4.18,0.33,"getTaxData",FALSE,NA,NA,NA
"5724","SPHYRNA LEWINI","Sphyrna lewini","species","Sphyrna lewini","Sphyrna","Sphyrnidae","Carcharhiniformes","Chondrichthyes","Chordata","Animalia","check","m1",4024,1,"taxInfo","scalloped hammerhead","Chondrichthyes","Vertebrata","y","y","y",4.08,0.45,NA,FALSE,NA,NA,NA
"5725","SPHYRNA MOKARRAN","Sphyrna mokarran","species","Sphyrna mokarran","Sphyrna","Sphyrnidae","Carcharhiniformes","Elasmobranchii","Chordata","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5726","SPHYRNA TIBURO","Sphyrna tiburo","species","Sphyrna tiburo","Sphyrna","Sphyrnidae","Carcharhiniformes","Chondrichthyes","Chordata","Animalia","check","m1",4025,1,"taxInfo","bonnethead","Chondrichthyes","Vertebrata","n","y","y",3.91,0.55,"getTaxData",FALSE,NA,NA,NA
"5727","SPHYRNA ZYGAENA","Sphyrna zygaena","species","Sphyrna zygaena","Sphyrna","Sphyrnidae","Carcharhiniformes","Elasmobranchii","Chordata","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6039","Spinther sp. A (Clark 2006)","Spinther","genus",NA,"Spinther","Spintheridae",NA,"Polychaeta","Annelida","Animalia","added_automatically","m1",4026,1,"taxInfo","A polychaete",NA,"Polychaeta",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5728","SPINULOSIDA","Spinulosida","order",NA,NA,NA,"Spinulosida","Asteroidea","Echinodermata","Animalia","added_automatically","m1",4027,1,"taxInfo",NA,NA,"Asterozoa",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5729","SPIONIDA F.","Spionida","order",NA,NA,NA,"Spionida","Polychaeta","Annelida","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6040","Spirinchus starksi","Spirinchus starksi","species","Spirinchus starksi","Spirinchus","Osmeridae","Osmeriformes","Actinopteri","Chordata","Animalia","check","m1",4028,1,"taxInfo","night smelt","Osteichthyes","Vertebrata","n","y","n",3.5,0.5,"getTaxData",FALSE,NA,NA,NA
"6041","Spirinchus thaleichthys","Spirinchus thaleichthys","species","Spirinchus thaleichthys","Spirinchus","Osmeridae","Osmeriformes","Actinopteri","Chordata","Animalia","check","m1",4029,1,"taxInfo","longfin smelt","Osteichthyes","Vertebrata","n","y","y",3.2,0.35,"getTaxData",FALSE,NA,NA,NA
"5730","SPIRONTOCARIS  SP.","Spirontocaris","genus",NA,"Spirontocaris","Hippolytidae","Decapoda","Malacostraca","Arthropoda","Animalia","added_automatically","m1",4030,1,"taxInfo","oval blade shrimp",NA,"Crustacea",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5734","SPIRONTOCARIS SP.","Spirontocaris","genus",NA,"Spirontocaris","Hippolytidae","Decapoda","Malacostraca","Arthropoda","Animalia","added_automatically","m1",4031,1,"taxInfo","oval blade shrimp",NA,"Crustacea",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"6044","Spirontocaris sp.","Spirontocaris","genus",NA,"Spirontocaris","Hippolytidae","Decapoda","Malacostraca","Arthropoda","Animalia","added_automatically","m1",4032,1,"taxInfo","oval blade shrimp",NA,"Crustacea",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"6042","Spirontocaris arcuata","Spirontocaris arcuata","species","Spirontocaris arcuata","Spirontocaris",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","check","m1",4033,1,"taxInfo","Rathbun blade shrimp",NA,"Crustacea",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"6043","Spirontocaris lamellicornis","Spirontocaris lamellicornis","species","Spirontocaris lamellicornis","Spirontocaris","Hippolytidae","Decapoda","Malacostraca","Arthropoda","Animalia","check","m1",4034,1,"taxInfo",NA,NA,"Crustacea",NA,NA,"y",NA,NA,"getTaxData",FALSE,NA,NA,NA
"5731","SPIRONTOCARIS LILJEBORGII","Spirontocaris lilljeborgii","species","Spirontocaris lilljeborgii","Spirontocaris","Hippolytidae","Decapoda","Malacostraca","Arthropoda","Animalia","check","m1",4035,1,"taxInfo","friendly blade shrimp",NA,"Crustacea",NA,NA,"y",NA,NA,NA,FALSE,NA,NA,NA
"5732","SPIRONTOCARIS PHIPPSI","Spirontocaris phippsii","species","Spirontocaris phippsii","Spirontocaris","Hippolytidae","Decapoda","Malacostraca","Arthropoda","Animalia","check","m1",4037,1,"taxInfo","punctuate blade shrimp",NA,"Crustacea",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
"5733","SPIRONTOCARIS PHIPPSII","Spirontocaris phippsii","species","Spirontocaris phippsii","Spirontocaris","Hippolytidae","Decapoda","Malacostraca","Arthropoda","Animalia","added_automatically","m3",4037,1,"taxInfo","punctuate blade shrimp",NA,"Crustacea",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5735","SPIRONTOCARIS SPINUS","Spirontocaris spinus","species","Spirontocaris spinus","Spirontocaris","Hippolytidae","Decapoda","Malacostraca","Arthropoda","Animalia","check","m1",4038,1,"taxInfo","parrot shrimp",NA,"Crustacea","n","y","n",2.94,0.24,"getTaxData",FALSE,NA,NA,NA
"5736","SPISULA SOLIDISSIMA","Spisula solidissima","species","Spisula solidissima","Spisula","Mactridae","Veneroida","Bivalvia","Mollusca","Animalia","check","m1",4039,1,"taxInfo","Atlantic surfclam",NA,NA,NA,NA,"n",NA,NA,"getTaxData",FALSE,NA,NA,NA
"5737","SPISULA SOLIDISSMA","Spisula solidissima","species","Spisula solidissima","Spisula","Mactridae","Veneroida","Bivalvia","Mollusca","Animalia","added_automatically","m3",4039,1,"taxInfo","Atlantic surfclam",NA,NA,NA,NA,"n",NA,NA,"getTaxData",FALSE,NA,NA,NA
"5740","SPONDYLUS AMERICANUS","Spondylus americanus","species","Spondylus americanus","Spondylus",NA,NA,NA,NA,NA,"check","m3",161,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"5741","SPONDYLUS ICTERICUS","Spondylus tenuis","species","Spondylus tenuis","Spondylus","Spondylidae","Pectinida","Bivalvia","Mollusca","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5745","SQUALIDAE","Squalidae","family",NA,NA,"Squalidae","Squaliformes","Chondrichthyes","Chordata","Animalia","added_automatically","m1",4041,1,"taxInfo",NA,"Chondrichthyes","Vertebrata",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"4899","PLEUROTOMELLA","Squaliformes","order",NA,NA,NA,"Squaliformes","Chondrichthyes","Chordata","Animalia","added_automatically","m3",4042,1,"taxInfo","dogfish sharks","Chondrichthyes","Vertebrata",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
"5746","SQUALOGADUS MODIFICATUS","Squalogadus modificatus","species","Squalogadus modificatus","Squalogadus","Macrouridae","Gadiformes","Actinopteri","Chordata","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5747","SQUALUS ACANTHIAS","Squalus acanthias","species","Squalus acanthias","Squalus","Squalidae","Squaliformes","Chondrichthyes","Chordata","Animalia","check","m1",4043,1,"taxInfo","picked dogfish","Chondrichthyes","Vertebrata","y","y","y",4.37,0.41,"getTaxData",FALSE,NA,NA,NA
"6045","Squalus acanthias","Squalus acanthias","species","Squalus acanthias","Squalus","Squalidae","Squaliformes","Chondrichthyes","Chordata","Animalia","check","m1",4044,1,"taxInfo","picked dogfish",NA,"Vertebrata","y","y","y",4.37,0.41,"getTaxData",FALSE,NA,NA,NA
"5748","SQUALUS CUBENSIS","Squalus cubensis","species","Squalus cubensis","Squalus","Squalidae","Squaliformes","Elasmobranchii","Chordata","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6047","Squatina californica","Squatina californica","species","Squatina californica","Squatina","Squatinidae",NA,"Chondrichthyes","Chordata","Animalia","check","m1",4045,1,"taxInfo","Pacific angelshark",NA,"Craniata","y","y","y",4.14,0.4,"getTaxData",FALSE,NA,NA,NA
"5749","SQUATINA DUMERIL","Squatina dumeril","species","Squatina dumeril","Squatina","Squatinidae","Squatiniformes","Chondrichthyes","Chordata","Animalia","check","m1",4047,1,"taxInfo","Atlantic angelshark",NA,"Vertebrata","y","y","y",4.49,0.57,"getTaxData",FALSE,NA,NA,NA
"5750","SQUILLA","Squilla","genus",NA,"Squilla","Squillidae","Stomatopoda","Malacostraca","Arthropoda","Animalia","added_automatically","m1",4048,1,"taxInfo",NA,NA,"Crustacea",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5752","SQUILLA CHYDAEA","Squilla chydaea","species","Squilla chydaea","Squilla","Squillidae","Stomatopoda","Malacostraca","Arthropoda","Animalia","check","m1",4050,1,"taxInfo","offshore mantis shrimp",NA,"Crustacea",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5753","SQUILLA DECEPTRIX","Squilla deceptrix","species","Squilla deceptrix","Squilla","Squillidae",NA,"Malacostraca","Arthropoda","Animalia","check","m1",4051,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5754","SQUILLA EDENTATA","Squilla edentata","species","Squilla edentata","Squilla",NA,NA,NA,NA,NA,"check","m3",4052,1,"taxInfo","mantis shrimp",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5756","SQUILLA EMPUSA","Squilla empusa","species","Squilla empusa","Squilla","Squillidae","Stomatopoda","Malacostraca","Arthropoda","Animalia","check","m1",4053,1,"taxInfo","mantis shrimp",NA,"Crustacea",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5757","SQUILLA LIJDINGI","Squilla lijdingi","species","Squilla lijdingi","Squilla",NA,NA,NA,NA,NA,"check","m3",4054,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"5760","SQUILLIDAE","Squillidae","family",NA,NA,"Squillidae","Stomatopoda","Malacostraca","Arthropoda","Animalia","added_automatically","m1",4055,1,"taxInfo","squillid mantis shrimps",NA,"Crustacea",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
